aspect oriented programming,extraction of specific functionalities to external classes or modules. For example logging.,8,2025-06-07T21:15:24.268790200
DGOM,Data Governance Object Model - defines proceses and roles how customer data is handled,9,2025-07-03T16:29:18.883353400
proprietary,belonging to a company,8,2025-07-03T16:30:06.382562700
undirected graph,when graph edges between nodes does not point to one direction; but raher connects bidirectionaly,10,2025-07-03T16:31:11.931372600
custody,legal taking care,10,2025-07-03T16:31:39.170153300
ORM,Object Relational Mapping - framework to map objects to database tables,10,2025-07-03T16:32:36.272682200
em dash ("—") function,used when something unexpected is wanted to convey,7,2025-07-03T16:33:28.608066300
en dash ("–") function,used to connect words and use them as one unit; example cross-functional,7,2025-07-03T16:34:37.251555
allocate,give a specific place in the memory,8,2025-07-03T16:35:31.166162800
web,internet,8,2025-07-03T16:35:55.808651300
pipeline,automated processes. In IT usually conneced to CI/CD and DevOps,8,2025-07-03T16:37:07.593790100
artifactory,repository where built apps or libraries are held,9,2025-07-03T16:38:01.243663200
Data governance,taking care of data,8,2025-07-03T16:38:42.927652100
POJO,Plain Old Java Object,10,2025-07-03T16:39:00.477814700
good separation of concerns for DocManager,only takes care of managing documents : create; edit; delete,9,2025-07-03T16:39:29.399887500
commissioning,making ready to use,9,2025-07-03T16:39:58.906462500
GDPR,General Data Protection Regulation - europien laws for private data,8,2025-07-04T10:40:40.476834400
hash,a code that is generated by applying some algortithms on input. Is deterministic. Might collide. Good forth security; passwords; identification; indexing; integrity checks,9,2025-07-04T10:42:38.389242100
good cohesion for DocManager,All methods manage documents: create; edit; delete,7,2025-07-04T10:46:54.650510500
IMDG,im memory data grid - distributed memory technogoly where RAM memory is used,8,2025-07-05T09:42:10.637829100
PVC (containerisation),persistant volume claim - order for the memory that is not dependent on the container or pod,9,2025-07-05T09:43:14.008094500
personal data retention,time for which personal information is being kept and managed,10,2025-07-05T09:43:46.483836100
proprietary,belonging to a company,8,2025-07-05T09:44:01.504426800
JSON,semantic message; popular for object serialisation and sending data over network; having hierarchy and key value pairs,8,2025-07-05T09:46:16.504819400
interface in java,is sort of contract for the class which implements it. Shows what methods this class should implement.,9,2025-07-05T09:54:52.235263600
DORA,dk,8,2025-07-06T11:26:37.866154600
detrimental,causing damage,9,2025-07-06T11:27:36.501995200
Kerberos keytab,secret code provided by Kerberos services (using username and password); is used to authenticate in a third service,8,2025-07-06T11:31:07.208839100
cross architecture,including all parts of architecture: backend; frontend; database; logging and so on,9,2025-07-06T11:34:28.155469900
trie,words stored in trees; letter by letter. good for searching words with certain prefixes,10,2025-07-07T23:05:46.026660900
TDC,test data complience,8,2025-07-07T23:06:21.491298400
integration testing,testing how well certain part of the system works with the context (other parts of the system),9,2025-07-07T23:07:46.523307
parity,quality of being even or odd,10,2025-07-07T23:08:14.835281200
Kibana,in Opeshift this is a solution for logs and monitoring,9,2025-07-07T23:08:51.222613
Java bean,object managed by Spring inversion of control,7,2025-07-07T23:09:42.943774200
KPI,key production indicator - quantifieble mesurement of how well should system work,7,2025-07-07T23:11:52.835810100
commissioning example,"commission a new feature" - means making feature available to the users,8,2025-07-07T23:13:53.239402500
namespace (cluster),logical part of cluster with own resouces; where even smaller instances are - pods.,9,2025-07-07T23:16:43.104323800
state (of object),values of fields of the object,9,2025-07-08T10:07:05.201450100
URL safe format,means all the possible characters in this format are allowed in URL string,8,2025-07-08T10:08:12.151070100
legal person,a company; firm; organisation; not an individual,10,2025-07-08T10:09:15.433829800
chaos engineering,intentionional and authorized injection of code with bugs and errors in order to test such scenarios.,7,2025-07-08T10:10:47.501866500
Kubernetes,container orchestration platform,10,2025-07-08T10:14:09.099524300
Ivy integration to Gradle,Ivy plugin in the Gradle project; through which Ivy repositories and libraries can be reached,10,2025-07-09T09:55:36.185981700
indegree,In a graph node; this is a number of incoming edges,10,2025-07-09T09:56:10.044016600
TDC,test data complience,8,2025-07-09T09:56:21.681077100
pointcut,in the aspect method anotations; this is a rule by which this method is triggered.,8,2025-07-09T09:57:37.043143900
ubiquitous language (DDD),in domain driven develpment this is a language common in the bounded context; whhich represents a business part,8,2025-07-09T09:59:11.789939800
SwiftUI,platform to create apple user interfaces. iOS and other,9,2025-07-09T12:14:33.386766700
FDP,front development platform - framework to build UI apps; like React or Angular,0,2025-07-09T12:16:25.061886
real-time data flow,data managed in multiple concurrent threads,8,2025-07-10T22:26:25.786203700
Hazelcast,Software to use in-memory data grid for distributed compute,8,2025-07-10T22:27:26.931331600
FDP,Frontend Development Platform - for example React or Angular,8,2025-07-10T22:28:07.900000900
ECB stress test,European Central Bank checks how well banks can deal with disaster scenarios,10,2025-07-10T22:29:52.847368500
JPQL,Java Persistance Query Language - Standard language independent of target database type; used for managing databases.,9,2025-07-10T22:32:04.640981700
stub,a block of code,7,2025-07-10T22:33:45.169967100
pagination,when given list is distributed over multiple pages; each page with index,8,2025-07-10T22:34:47.091448800
heap,data structure where elements are sorted automatically. min heap makes available a smallest member and max heap - bigest.,8,2025-07-10T22:36:34.935858900
DGOM,Data Governance Object Model - the way data is managed in the company - precesses; roles; rules and so on.,7,2025-07-10T22:37:46.611994400
data pseudonymization,when real data is replaced with pseudonyms,9,2025-07-10T22:38:35.790155100
due,1. proper 2. almost now,7,2025-07-10T22:39:29.170243900
poor separation of concerns for DocManager,class not only manages documents like creating or editing them; but has additional functionalities; like sending email for example,10,2025-07-10T22:41:18.459801700
TDC,Test Driven Coding - first writing the test and addopting the code to it.,0,2025-07-10T22:42:20.686409400
directed graph,means edges in in the graph are vectors between nodes. This meeans they have direction.,9,2025-07-10T22:43:29.904190700
Loki (observability),A tool to collect log files,9,2025-07-10T22:43:59.219808900
firewall opening,implementing a set of rules how instances in the network interact,8,2025-07-10T22:45:13.953616
Kafka,real time data flow orchestration platform,9,2025-07-10T22:46:04.361996
diamond operator (Java),retrieves the Type automatically from where it's already mentioned,8,2025-07-10T22:47:23.554773100
domain vs bounded context,both are part of buisness with ubiquitous language and are a base for creation of a separate software unit: service; module or class,9,2025-07-10T22:49:19.556002400
modal window,sort of like pop up or dialog; where the backgroud is inactivated,9,2025-07-10T22:50:48.039812800
permutation,different variation of same members; but different order,9,2025-07-10T22:51:50.994456500
etcd,et cetera directory - in linux there is such folder,0,2025-07-10T22:52:32.352372300
enhanced,strengthened,9,2025-07-10T22:54:02.961096600
SSO,single sign on - the way to authenticate without entering username and password,7,2025-07-10T22:54:39.454396400
Kerberos keytab key,a secred provided by Kerberos service in exchange of correct username and password; is used to authenticate to third party service,7,2025-07-10T22:57:16.993895600
Chromium,Base of browsers; mainly Chrome,10,2025-07-10T22:57:59.033092800
integration testing,tests how well small peaces of code are working when integrated into larger contexts,9,2025-07-10T22:59:02.222410900
overlay (web),sort of layer on top of UI screen; preventing from actions. for example laoding overlay,9,2025-07-10T23:00:15.230986600
Swagger,software for listing endpoints,7,2025-07-11T19:43:22.945922200
assemble,part of building process; where different parts are brought togethere into biger units,8,2025-07-12T13:32:00.419389600
etcd,etc distributed - data about pod settings,4,2025-07-12T13:34:42.348310800
TDC,test data compliance,10,2025-07-12T13:35:11.229864400
GitHub repository access HTTPS vs SSH,https requires username and password; ssh - no password required,9,2025-07-12T13:35:55.833067400
e.g.,exampli gratia - latin for (fro example) (good example),8,2025-07-12T13:36:34.024148700
lazy initialization,when initialisation only gets finished when first time used,9,2025-07-12T13:37:35.346525200
using APIs,communication between services; or human and service through endpoints,9,2025-07-12T13:38:30.130312400
credibility,how well should a person or organisation should be trusted,9,2025-07-12T13:39:11.832502
container instance,separate copy of program working on a pod; having runtime and settings,9,2025-07-12T13:40:22.756182500
gateway,server managin incomming connections,7,2025-07-12T13:40:46.727462100
PCI DSS,Paying Card Industry Data Security Standard - wow safe is to use credit card,7,2025-07-13T09:16:03.013761800
etcd,etc distributed - distributed settings accoss pods,8,2025-07-14T11:47:57.228420300
Ingress Controller,manages and distributes traffic accross Kubernetes deployed instances of an application,9,2025-07-14T11:49:03.544343800
Elasticsearch,tool; software for observability. reads logs; filters them; combines data,9,2025-07-14T11:49:52.486404100
full-text search,technology for searching; which understands synonims and steams of words,8,2025-07-14T11:50:51.833013400
Google Cloud,platform for cloud computing and data,9,2025-07-14T11:51:13.818368500
Bean factory/ Application context,In Spring this manages objects and implements inversion of control,8,2025-07-14T11:51:56.533097300
semantic message,data that has additional meta data describing what it is. for example in JSON there are fields explaining what is the meaning of each value.,9,2025-07-14T11:54:59.979659600
CTE (SQL),common table expression,8,2025-07-14T11:55:20.779849700
exponent (math),when a number is rased to the power; this is the number explaining what the power is,7,2025-07-14T11:56:08.443709600
cloud,remote servers,7,2025-07-14T11:56:49.374049600
substitution (general word),replacement,10,2025-07-14T11:57:06.290177400
UI dialog,part of the web page; sort of like pop up on the sreen asking user to choose certain options,9,2025-07-14T11:57:53.989582500
DSS,data security standard,10,2025-07-14T11:58:24.081004300
volatile,the quality of unpredictability of change; big and sudden changes,9,2025-07-14T11:59:45.039935200
DSL,data secure layer,0,2025-07-14T11:59:59.047066100
non-semantic message,raw data without any explanation of its meaning,10,2025-07-15T11:34:18.465363500
etcd,etc distributed - common configurations for nodes in Kubernetes,7,2025-07-15T23:33:18.382072100
provisioning,making available in the production,7,2025-07-15T23:33:59.538727700
DSL,Domain Specific Language - a language that is not universal but with a more narrow use and purpose,9,2025-07-15T23:35:11.560179700
volatile (Java),keyword to make variable have a freshly updated value in multithereading,8,2025-07-15T23:37:48.991842600
SLO,Service Level Objective - aim for application to function as well as defined in the criteria,10,2025-07-15T23:39:44.945063700
comply,to meet requirements,10,2025-07-15T23:40:25.569567
artifact (context: compilation),artifact is compiled and built application code; ready for runnig. In format such as .jar or .war,9,2025-07-16T10:00:29.877777700
enterprise-level,means that a product has a scale and other requirements to fit needs of large companies,9,2025-07-16T10:01:25.853242900
A/B testing,testing two variations of business solutions to decide which one is better,9,2025-07-16T10:05:14.892288100
JSX,javaScript as XML - syntax used in React to combine HTML elements and javaScript logic,8,2025-07-17T11:00:33.201525800
Kerberos ticket,a way to authenticate to third service without sending password,8,2025-07-17T11:01:27.414048500
staging environment,evironment that has state that is intended to become production,9,2025-07-17T11:02:17.336430100
Hibernate,ORM; object realtional management; a tool used in java to manage database,8,2025-07-17T11:03:33.941689300
GCT,general compliance testing - checks how well functionality follows rules and reglamentations,8,2025-07-17T11:04:31.512916100
endpoint,a certain url address; by which a certain app functionallity is exposed and accessed,10,2025-07-17T11:05:42.674659500
Jenkins,CI/CD tool for automated tasks; mostly integration and deployment,9,2025-07-17T11:06:28.118128500
build process,source code preparation to be runnable,8,2025-07-17T11:07:02.708065100
boilerplate,common code that is usually repeated without much customisation accross multiple projects,10,2025-07-17T11:08:33.393399
dispatcher,someone or something that directs incoming requests,8,2025-07-17T11:09:12.130661300
JSX,JavaScript as XML - sytax used to add JavaScript functionality to HTML; for example in React,7,2025-07-18T23:52:34.808928700
signup raw data,password; username,0,2025-07-18T23:53:14.782527800
hyphen ("-") function,joins multiple words that makes up a single word,9,2025-07-18T23:54:08.700931300
ELK,ElasticSearch; Loki; Kibana - tools of observability,0,2025-07-18T23:54:43.822987700
SLI,Service Level Index - how well a service should work,7,2025-07-18T23:55:28.589667900
PCI DSS,payment card industry data security standard,10,2025-07-18T23:56:23.552484300
JWT,skiy,0,2025-07-19T22:54:48.446341700
JWT,compact; URL-safe token format commonly used for authentication and authorization purposes,9,2025-07-19T22:56:42.006068100
Ingress Controller,in kubernetes it dispathes traffic to instances,8,2025-07-19T23:37:59.371535700
em dash ("—") function,marks sudden change in plot,8,2025-07-19T23:39:51.725488
IMDG,in memory data grid - distributed memore places in RAM,8,2025-07-19T23:40:40.171984300
FDP,frontend development platform,10,2025-07-19T23:40:55.629448200
signup raw data,password; cusotmer id; customer username; email and so on,8,2025-07-20T09:37:58.990892100
ELK,ElasticSearch Loki Kibana,0,2025-07-20T09:40:26.857243100
web server,handles static web pages and requests to them,9,2025-07-20T09:41:21.130077200
en dash ("–") function,joins related terms; like city names withing a journey course; example Kaunas – Vilnius,9,2025-07-20T09:43:38.608960400
assemble,part of build process when a smaller parts of code are gathered to bigger units,9,2025-07-20T09:46:13.914716300
URL,universal relative link,0,2025-07-20T11:47:49.676531200
abstraction,process of hiding details; and leaving key features exposed,9,2025-07-20T12:50:59.623511
test integration,checking how well tests work in a larger context of an application,7,2025-07-20T12:52:03.027232600
connection protection (examples),encryption; authentication; authorisations; pseudonumisation; obfuscation,9,2025-07-20T12:53:25.223604700
etcd,etc distributed - in kerberos; this is shared common configurations for all instances,7,2025-07-20T12:54:24.083357
operations specialist,takes care of infrastructure maintenance and deployment of applications,9,2025-07-20T12:55:33.030823900
mitigate,make less severe,10,2025-07-20T12:55:51.026392600
full-text search,searching technology; which undersatnds synonimas and word steams,7,2025-07-20T12:56:48.333486700
API gateway,server that controlls incomming calls to exposed API endpoints,9,2025-07-20T12:57:39.178872700
means of defensive programming,defining edge cases in the code in detail; and solving them explicitly,8,2025-07-20T12:59:00.551230400
ELK,tools for observability - ElasticSearch; Logstash; Kibana,9,2025-07-22T11:33:16.345063100
intrusive,disruptive; distrubing,8,2025-07-22T11:33:36.621447900
servlet,Spring bean that handles incomming requests,5,2025-07-22T11:34:04.547268200
signup raw data,username; user id; email; date; status,10,2025-07-22T11:34:52.266878400
Helm chart,A unit that has applications; container; their configurations and settings,9,2025-07-22T11:35:36.026678500
URL,universal resource locator,0,2025-07-22T11:36:25.638078600
AWS (cloud),Amazon Web Services - platform for cloud computing and storage,10,2025-07-22T11:37:16.477390700
sticky session,a seession which is only conncected to single instance of the application,9,2025-07-22T11:44:26.206014100
RDBMS,relational database management system,10,2025-07-22T11:49:45.365865700
Saba,software; tool for managing workplace topics and learning,8,2025-07-22T11:50:33.357849700
JSX,JavaScript XML - in React this is syntax for both foming HTML elements and using JavaStript logic for them.,9,2025-07-22T11:52:36.328997600
container runtime,environment; configurations and settings to run a container. Or a time when container is running.,8,2025-07-22T11:53:39.854455400
JPA transaction,a group of database operations considered as a single batch. If a single operation fails - then the whole batch fails,9,2025-07-22T11:54:33.600355500
separation of concerns (DDD),each bounded context serves a specified specialised part of business,8,2025-07-22T11:56:04.265369400
RESTful methods,GET; POST; DELETE; EDIT,9,2025-07-22T11:56:42.954055400
package (software),and archived set of software; that can be distributed,8,2025-07-22T11:57:46.208229400
Logstash,sofware that takes care of transfering logs,8,2025-07-22T11:58:30.818744200
secret (Kubernetes),a way to authorise without password,7,2025-07-22T11:59:25.308488200
DNS,domain network system - manages domain names and maps them to ips,0,2025-07-22T12:00:25.517858300
provisioning,making available for production and making it available there,9,2025-07-23T11:24:14.475574500
real-time data flow,as events occure; their data get sent for processing and gets processed paralelly,9,2025-07-23T11:25:02.644808600
facilitate meeting,organise a meeting,10,2025-07-23T11:25:14.935946500
DC components,Data center - servers; data; and network connections,8,2025-07-23T11:25:54.798569600
DAO,data access object,10,2025-07-23T11:26:14.788338700
cohesion example,a single classs has two methods that are connected; for example DocManager has editDocument() and createDocument(),9,2025-07-23T11:27:13.472390800
servlet,servlet is a java bean,0,2025-07-23T19:52:55.743189500
URL,universal resource locators,0,2025-07-24T11:01:08.454537
intrusive,unwanted; annoying; disruptive; disturbing,10,2025-07-24T11:01:32.541372500
factory pattern,coding pattern where creation of an object is handled by another object - factory,9,2025-07-24T11:05:15.110548700
ELK,ElasticSearch; LogStash and Kibana,10,2025-07-24T11:05:43.054525100
DNS,Domain Name System - maping user friendly website names to their ip addresses,9,2025-07-24T11:06:26.810442800
Hazelcast,Tool for distribute computing in the network,8,2025-07-24T11:07:25.989175800
servlet,java object that handles incomming requests,9,2025-07-26T16:32:45.313528
URL,uniform resource locator,10,2025-07-26T16:34:13.703277500
web container,part of web server that handles execution of servlets and jsp,10,2025-07-26T16:34:58.866828700
UAT,User Acceptability Teset - checks how well a program functions from the perspective of a user,0,2025-07-26T16:36:19.293377500
connection pool (context: database),multitude of database connections for improved speed,9,2025-07-26T16:38:11.069397200
ICT system (purpose),Information and Communication system,8,2025-07-27T10:15:31.688054700
TLS,Trasfer Layer Security,0,2025-07-28T14:28:13.859328100
UAT,User Acceptance Testing - checks how well application works from the perspective of user,9,2025-07-28T14:29:11.785143900
servlet,java object that handles incoming requests,9,2025-07-28T14:29:35.919448100
GPA,General Purpose Application,0,2025-07-28T14:30:51.275268200
TLS,transfer layer security,5,2025-07-29T23:26:15.976970600
GPA,general purpose app,7,2025-07-29T23:26:57.710510800
servlet,java object that takes care of incomming requests and processing,9,2025-07-29T23:28:10.666268800
UAT,user acceptance teting - checking how well product works from the perspective of a user,0,2025-07-29T23:28:58.025844900
DORA,data object resilience assesment - ECB checks how well banks are ready for disasters,0,2025-07-29T23:30:55.948093800
CI (IT component),continuous integration - automated build and test process,0,2025-07-29T23:34:46.520872600
PI planning,program increment planning - in agile engine this is an event where multiple teams meet and coordinate their work for an upcomming number of weeks,10,2025-07-30T20:24:25.437744900
TLS,Transport Layer Security - protects connections between browser and server,10,2025-07-31T09:54:17.583093800
UAT,User Acceptance Testing - checks how well functionality workd from the perspective of a user.,9,2025-07-31T09:55:19.356323500
product life cycle management,taking care of a product through all of it's life: idea; building; developing; maintenance; decommissioning,9,2025-07-31T09:56:14.575158700
DORA,Data Operational Resilience Act - EU regulations on how well banks should function during disasters,8,2025-07-31T09:57:24.173979800
CI (IT component),Configuration Item - any component that impacts how well a service functions,9,2025-07-31T09:59:08.326595100
ICT system,Information and Communication Technology System - usually simply computer system,8,2025-07-31T10:00:56.174189300
distributed computing,technology where processes have portions that are being calculated in separate computer units,9,2025-07-31T10:02:27.130002700
deterministic,means the process will always result in the same predictable outcome,9,2025-07-31T10:03:41.649598
proprietary,belonging to a company,8,2025-07-31T10:10:53.627337100
servlet/controller/MVC,takes care of incomming requests and distributes computing and data retrieval to other layers,8,2025-07-31T10:30:01.127469900
TLS,Transport Layer Security - technology to enhance security between browser-server connection,10,2025-08-02T20:52:53.909395100
GCT,General Complience Testing - checking how well service follows the rules,7,2025-08-02T20:54:08.178615300
landing page,first page after entering a web page,8,2025-08-02T20:55:04.214715900
em dash ("—") function,Used in the sentence to separate some unexpected twist,8,2025-08-02T20:57:10.378948900
pointcut,in aspect class pointcut shows where how the method is triggered,7,2025-08-02T21:06:27.877527600
QES (Smart-ID),qualified electronic signature - most advaced electronic signature; equal to physical signature,9,2025-08-02T21:07:47.494558400
SES (Smart-ID),simple electronic signature - basic electronic signature,9,2025-08-02T21:09:41.481341200
product life cycle management,taking care of the whole life of a product: concept; development; implementation; delivery; deployment; maintenace; stoping usage.,10,2025-08-02T21:16:00.367618800
arbitrary,something done by choice as opposed to some measurement,8,2025-08-02T21:16:58.119536800
AES (Smart-ID),Advance Electronic Signature - standard for signing document electronicaly; not having as strict rules as Qualified Eleectronic Signature; but still containing digital proofs.,9,2025-08-02T21:18:53.076075200
AFC (compliance),Anti Financial Crime - preventing and managing crimes like financial fraud; bribery and money laundering,10,2025-08-02T21:20:42.041909800
application server,provides web pages to users; takes care controllers; servlets; jsp etc.,8,2025-08-02T21:25:31.342872200
CDD (compliance),customer due dilligence - checking users / customers,9,2025-08-02T21:26:31.812061700
SSH,security shell - technology to authenticate,0,2025-08-02T21:27:32.123018800
Hazelcast,Sofware to do distributed computations,8,2025-08-02T21:28:43.252856400
Kerberos ticket,file for authentication whithout sending username and password directly to third service,10,2025-08-02T21:29:50.050429600
UAT,User Acceptance Testing - checking how well product works from the perspective of a customer or user,10,2025-08-02T21:30:42.516357400
EDD (compliance),Enhanced Due Diligence - more strict checks on a customer,10,2025-08-02T21:31:34.738659800
SSL,security service layer - manages security of browser server connection,0,2025-08-02T21:32:54.830258100
DORA,Data Operational Resilience Act - EU rules for financial institutions; how well they should run in case of disasters,7,2025-08-02T21:34:40.420002500
en dash ("–") function,conncects similar words to formulate ranges; vectors and so on. For example New York - Los Angeles,8,2025-08-02T21:36:08.584355
JPA entity management (db),Managin connection of Data Object Model connected to database table entry,8,2025-08-02T21:40:15.004893
JPA transaction (db),a set of actions in database that makes up a singe unit. Transaction fails if at least one action fails.,9,2025-08-02T21:41:17.384537900
JPA responsibilities (db),connects Data Object Model classes to their corresponding database table entries,7,2025-08-02T21:42:00.559471
JPA (db),Java Persistence API,10,2025-08-02T21:42:28.353611200
e.g.,exampli gratia,10,2025-08-02T21:42:39.515220600
build process,small peaces of code in source are brought together and made ready to be ran or distributed,7,2025-08-02T21:43:37.781188700
F5 rules,distributing and dispatching user requests and other traffic to application instances,8,2025-08-02T21:44:26.047305800
RESTful,API; controller and servlet standard; manily about stateless classes; standard http methods; application layers,8,2025-08-02T21:46:02.580889700
abstraction examples,interface; method name; API,8,2025-08-02T21:46:40.104591600
data flow,real time information sending and processing,8,2025-08-02T21:47:01.618426900
package (software),a portion of data. Also each java class is organised and belongs to a certain package,8,2025-08-02T21:48:19.137397
Logstash,software for fetching logs to observability tools,8,2025-08-02T21:49:19.446077200
deque,data structure implemented as ArrayDeque of LinkedList. It maintains insertion order and has a quick access to first and last item,8,2025-08-03T12:37:51.785452
unit testing,tests that developers write for most of their methods,8,2025-08-03T12:38:34.025127200
secret (Kubernetes),a file containing authentication data; but not username and password directly,8,2025-08-03T12:39:24.108040800
value stream,agile way of organising work of multiple teams that depend on each other,8,2025-08-03T12:40:08.122501200
bad cohesion (DDD),single software unit solves unrelated functionalities,9,2025-08-03T12:40:58.041141
commissioning example,getting code ready for the production,8,2025-08-03T12:41:37.200805200
commissioning example sentence,we had to solve multiple problems to commission the functionalities required by business teams,9,2025-08-03T12:43:51.645639
traverse,visit all,8,2025-08-03T12:44:04.754548900
subnet,part of a network,9,2025-08-03T19:56:53.137926700
remediation,removing voulnerabilities,10,2025-08-03T23:00:15.015481800
RBAC,Role Based Access Control - standard to give various rights in the company depending on person's role there,10,2025-08-03T23:01:26.348566800
Kerberos principal,username and server pair used for authenticaction in form of "username@server",9,2025-08-03T23:02:14.095255100
Liferay,a CMS - content managing system - covers frontend and backend,8,2025-08-03T23:04:39.168285500
SSL,security sockets layer - takes care of browser to server connection,6,2025-08-03T23:05:25.544847
Hibernate,In Spring this is a tool for Object Relational Maping to database,8,2025-08-03T23:07:42.094903400
Bean factory/ Application context,This takes care of IoC - Inversion of Control - manages objects; beans and their injection,8,2025-08-03T23:08:37.041993
Genesys Cloud,cloud based support contact-center,9,2025-08-03T23:09:16.585390700
data custodian,a team that takes care of data,8,2025-08-03T23:09:41.866453700
SSH,secure shell key pair — private and public,6,2025-08-03T23:10:13.702521600
GCT,General Compliace Testing - checking how well a product follows rules,8,2025-08-03T23:11:27.078149300
en dash ("–") function,is used between connected words to formulate ranges,9,2025-08-03T23:12:12.097241800
em dash ("—") function,separates unexpected thoughts; is typed by alt + 0151,9,2025-08-03T23:12:59.465060
DevSecOps,Disciplin and philosophy of automated integration; security; delivery; deployment etc,6,2025-08-03T23:14:36.096513800
cloud platform,something that enables running IT services and is based on distributed remote servers,9,2025-08-03T23:15:59.465720500
web server,runs the backed; takes care of user requests and serves web content,9,2025-08-03T23:17:00.252129400
postmortem,actions taken after some disaster or troubles. Analysis what happened and actions to prevent repetition of such happenings,10,2025-08-03T23:18:07.677497200
metadata,data about data,10,2025-08-03T23:18:26.357573
entity (database),corresponds to object in java,8,2025-08-03T23:19:10.812680
Logread,tool to read logs as files,9,2025-08-03T23:19:36.596981300
test pilot,starting limited use of intended functionality for test purposes,7,2025-08-03T23:20:34.883723400
test pilot (IT),trying how well functionality works; while exposing it to a limited number of customers,8,2025-08-03T23:22:55.356264700
servlet,takes care of user requests and directs data flow. lower abstraction of controller,9,2025-08-03T23:23:54.720037600
subsetting data,separating data into portions,8,2025-08-03T23:24:36.424623500
etcd etymology,Et Cetera Distributed - common settings and configurations for all instances of application,9,2025-08-03T23:25:58.167703600
DBA,Database Administrators - name of a team,10,2025-08-04T10:43:18.886155700
staging environment,means that latest changes in this evironment will get deployed to production,8,2025-08-04T10:43:58.714291900
facility,building,8,2025-08-04T10:44:18.468157700
KPI,Key Performance Indicator,10,2025-08-04T10:44:39.224038500
SLI,Service Level Indicator - how well should a service work,7,2025-08-04T10:45:15.745088300
JPA responsibilities (db),transactions; queries and mapping etities in database to objects in the backend,9,2025-08-04T10:46:14.105142200
diligence,persistant throrough work with care and attention to detail,9,2025-08-04T10:47:00.610507
firewall,rules for communication for instances in the network,8,2025-08-04T10:47:48.103734700
JPQL,java persistence query language - universal database query code; that can be translated to any database type specialised query language,9,2025-08-04T10:49:05.083351900
landing page,initial web page where users are directed and start there,8,2025-08-04T10:49:36.630754400
due,1. now 2. proper,7,2025-08-04T10:50:14.984132800
cohesion,connectedness,8,2025-08-04T10:50:56.306469800
YAML,YAML Ain't Markup Language - a common human readable sytax format; for data and metadata,8,2025-08-04T10:52:16.563770200
pagination,way to display large lists in the web page; when portions of that list gets a separate page,10,2025-08-04T10:53:23.567473
application server,responsible for runtime of application; runs calculations and provides outcome,9,2025-08-04T10:55:12.501404100
JSON,Javascirpt Object Notation - a common file format for data and metadata,7,2025-08-04T10:55:56.976423
CI (IT component),Configuration Item - any element that is manageble and from wich the given service depends,9,2025-08-04T10:56:45.169936300
performance testing,checking how well service performs under a larger load,9,2025-08-04T10:57:24.223758100
IMDG,In memory data grid - distributed computation and storage where data is located in RAM,9,2025-08-04T10:58:02.939755200
